id|instlPlceNm|instlPlceDtil|svcProvdCmpnyNm|wifiSsid|instlYm|lnmAdrs|rnAdrs|admdCd|admdNm|lgdngCd|lgdngNm|mngmtInsttNm|telno|la|lo|dataStdrDe
202|월평사이클경기장-1|옥외1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 내동 220-9번지|대전광역시 서구 신갈마로 55-3|null|null|null|null|대전광역시|042-270-3301|36.366273|125.573901|2023-03-27
203|월평사이클경기장-2|옥외1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 내동 220-9번지|대전광역시 서구 신갈마로 55-3|null|null|null|null|대전광역시|042-270-3301|36.367971|125.559649|2023-03-27
272|월평 사이클장|2_중계석 우|KT|DJ_Public_WiFi|2021년 10월|대전광역시 서구 내동 220-9번지|대전광역시 서구 신갈마로55-3|null|null|null|null|대전광역시|042-270-3301|36.337471|127.362859|2023-03-27
273|월평 사이클장|1_중계석 좌|KT|DJ_Public_WiFi|2021년 10월|대전광역시 서구 내동 220-9번지|대전광역시 서구 신갈마로55-3|null|null|null|null|대전광역시|042-270-3301|36.337471|127.362859|2023-03-27
42|롯데아파트31570)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 내동 220번지 롯데아파트|대전광역시 서구 내동 220|null|null|null|null|대전광역시|042-270-3309|36.93603|127.47889|2023-03-27
457|봉산중학교31640)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 내동 28-16번지|대전광역시 서구 내동 28-16|null|null|null|null|대전광역시|042-270-3309|36.332418|127.374445|2023-03-27
379|맑은아침아파트31720)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 내동 2번지 맑은아침아파트|대전광역시 서구 내동 2|null|null|null|null|대전광역시|042-270-3309|36.32877|127.381621|2023-03-27
464|괴정네거리31670)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 내동 35-6번지|대전광역시 서구 내동 35-6|null|null|null|null|대전광역시|042-270-3309|36.335998|127.379067|2023-03-27
475|한민시장31700)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 내동 5번지|대전광역시 서구 내동 5|null|null|null|null|대전광역시|042-270-3309|36.332488|127.383123|2023-03-27
380|구농도원네거리30680)|정류장내|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 도마동 100-16번지|대전광역시 서구 도마동 100-16|null|null|null|null|대전광역시|042-270-3309|36.322461|127.377977|2023-03-27
407|도시재생_뉴딜사업_현장지원센터|복사기 위 천정|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 도마동 106-12번지|대전광역시 서구 사마6길 31 도마2동)|null|null|null|null|대전광역시|042-270-3309|36.317032|127.37418|2023-03-27
395|복음양지아파트30480)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 도마동 110-11번지|대전광역시 서구 도마동 110-11|null|null|null|null|대전광역시|042-270-3309|36.331478|127.371343|2023-03-27
155|비컴장애인직업적응훈련센터|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 도마동 113-20번지 1층|대전광역시 서구 배재로98 1층|null|null|null|null|대전광역시|042-270-3301|36.36861|126.486029|2023-03-27
128|도마1동주민센터입구_30710)|전광판우측|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 도마동 129-9번지|대전광역시 서구 도마동 129-9|null|null|null|null|대전광역시|042-270-3309|36.315567|127.379073|2023-03-27
409|도화어린이공원|뽈대 위쪽|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 도마동 132-3번지|대전광역시 서구 도마4길 69 도마1동)|null|null|null|null|대전광역시|042-270-3309|36.315603|127.380751|2023-03-27
368|도마1경로당|1층복도중간천장|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 도마동 134-94번지|대전광역시 서구 도마시장1길 88 도마1동)|null|null|null|null|대전광역시|042-270-3309|36.315132|127.381224|2023-03-27
367|생활물품공유센터|입구왼쪽천장위|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 도마동 134-94번지 경로당 2층|대전광역시 서구 도마시장1길 88 도마1경로당 2층 도마1동)|null|null|null|null|대전광역시|042-270-3309|36.315132|127.381224|2023-03-27
390|도마시장30770)|정류장내|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 도마동 139-44번지|대전광역시 서구 도마동 139-44|null|null|null|null|대전광역시|042-270-3309|36.314717|127.383715|2023-03-27
127|도마네거리_30750)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 도마동 140-19번지|대전광역시 서구 도마동 140-19|null|null|null|null|대전광역시|042-270-3309|36.312674|127.381343|2023-03-27
331|도마네거리30720)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 도마동 174-1번지|대전광역시 서구 도마동 174-1|null|null|null|null|대전광역시|042-270-3309|36.311391|127.376266|2023-03-27
402|도마삼거리_30650)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 도마동 188-16번지|대전광역시 서구 도마동 188-16|null|null|null|null|대전광역시|042-270-3309|36.321065|127.377934|2023-03-27
403|도마삼거리_30640)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 도마동 188-16번지|대전광역시 서구 도마동 188-16|null|null|null|null|대전광역시|042-270-3309|36.311305|127.376286|2023-03-27
366|은해경로당|남성방 천정|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 도마동 21-38번지|대전광역시 서구 배재로186번길 23-6 도마1동)|null|null|null|null|대전광역시|042-270-3309|36.325347|127.371907|2023-03-27
47|경남아파트30450)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 도마동 210번지|대전광역시 서구 도마동 210|null|null|null|null|대전광역시|042-270-3309|36.316536|127.371237|2023-03-27
404|여성가족원_30430)|BIS안|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 도마동 25-5번지|대전광역시 서구 도마동 25-5|null|null|null|null|대전광역시|042-270-3309|36.323095|127.370287|2023-03-27
397|서부소방서30490)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 도마동 312-198번지|대전광역시 서구 도마동 312-198|null|null|null|null|대전광역시|042-270-3309|36.310259|127.372549|2023-03-27
369|용화경로당|여성방 천정|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 도마동 45-1번지|대전광역시 서구 용화7길 68 도마1동)|null|null|null|null|대전광역시|042-270-3309|36.321616|127.3744|2023-03-27
408|용화어린이공원|뽈대 위쪽|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 도마동 45-1번지|대전광역시 서구 용화7길 68 도마1동)|null|null|null|null|대전광역시|042-270-3309|36.32178|127.374504|2023-03-27
437|여성 가족원 본원|7_4층 화장실 앞 복도|KT|DJ_Public_WiFi|2021년 9월|대전광역시 서구 도마동 484-21번지|대전광역시 서구 배재로 181|null|null|null|null|대전광역시|042-270-3301|36.324542|127.369671|2023-03-27
438|여성 가족원 본원|6_3층 화장실 앞 복도|KT|DJ_Public_WiFi|2021년 9월|대전광역시 서구 도마동 484-21번지|대전광역시 서구 배재로 181|null|null|null|null|대전광역시|042-270-3301|36.325147|127.369963|2023-03-27
439|여성 가족원 본원|5_2층 화장실 앞 복도|KT|DJ_Public_WiFi|2021년 9월|대전광역시 서구 도마동 484-21번지|대전광역시 서구 배재로 181|null|null|null|null|대전광역시|042-270-3301|36.324811|127.369887|2023-03-27
440|여성 가족원 본원|4_2층 컴퓨터실|KT|DJ_Public_WiFi|2021년 9월|대전광역시 서구 도마동 484-21번지|대전광역시 서구 배재로 181|null|null|null|null|대전광역시|042-270-3301|36.324389|127.370375|2023-03-27
441|여성 가족원 본원|3_1층 화장실 앞 복도|KT|DJ_Public_WiFi|2021년 9월|대전광역시 서구 도마동 484-21번지|대전광역시 서구 배재로 181|null|null|null|null|대전광역시|042-270-3301|36.324684|127.369792|2023-03-27
442|여성 가족원 본원|2_1층 사무실 옆 관장실 앞복도|KT|DJ_Public_WiFi|2021년 9월|대전광역시 서구 도마동 484-21번지|대전광역시 서구 배재로 181|null|null|null|null|대전광역시|042-270-3301|36.324742|127.37002|2023-03-27
443|여성 가족원 본원|1_지하식당 앞 복도|KT|DJ_Public_WiFi|2021년 9월|대전광역시 서구 도마동 484-21번지|대전광역시 서구 배재로 181|null|null|null|null|대전광역시|042-270-3301|36.324571|127.370462|2023-03-27
126|도마시장_30760)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 도마동 503번지|대전광역시 서구 도마동 503|null|null|null|null|대전광역시|042-270-3309|36.314708|127.38334|2023-03-27
462|구농도원30670)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 도마동 70-4번지|대전광역시 서구 도마동 70-4|null|null|null|null|대전광역시|042-270-3309|36.321065|127.377934|2023-03-27
416|도화 청소년 문화의집|2_3층 복도 중앙|KT|DJ_Public_WiFi|2021년 8월|대전광역시 서구 도마동 84-11번지|대전광역시 서구 도마로 130|null|null|null|null|대전광역시|042-270-3301|36.320989|127.384275|2023-03-27
417|도화 청소년 문화의집|1_2층 방 중앙|KT|DJ_Public_WiFi|2021년 8월|대전광역시 서구 도마동 84-11번지|대전광역시 서구 도마로 130|null|null|null|null|대전광역시|042-270-3301|36.321053|127.384383|2023-03-27
196|도안동행정복지센터 민원실|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 도안동 1097번지 1층|대전광역시 서구 원도안로242번길 33, 1층(도안동)|null|null|null|null|대전광역시|042-270-3301|36.36653|125.659413|2023-03-27
198|대전서구육아종합지원센터-1|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 도안동 1097번지 2층|대전광역시 서구 원도안로242번길 33, 2층(도안동)|null|null|null|null|대전광역시|042-270-3301|36.367461|125.630909|2023-03-27
199|대전서구육아종합지원센터-2|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 도안동 1097번지 3층|대전광역시 서구 원도안로242번길 33, 3층(도안동)|null|null|null|null|대전광역시|042-270-3301|36.366402|125.616657|2023-03-27
197|도안동행정복지센터 주민자치회 및 프로그램실|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 도안동 1097번지 4층|대전광역시 서구 원도안로242번길 33, 4층(도안동)|null|null|null|null|대전광역시|042-270-3301|36.366558|125.645161|2023-03-27
99|수목토경로당|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 도안동 1364번지 엘드수목토|대전광역시 서구 도안동로 177|null|null|null|null|대전광역시|042-270-3301|36.216037|126.771069|2023-03-27
58|수목토아파트 33290)|정류소 내|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 도안동 1364번지 엘드수목토 1493호  버스정류장33280|대전광역시 서구 도안동 1493 1493 수목토아파트 버스정류장33280),|null|null|null|null|대전광역시|042-270-3309|36.31891|127.347829|2023-03-27
59|수목토아파트 33280)|정류소 내|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 도안동 1364번지 엘드수목토 1493호  버스정류장33280|대전광역시 서구 도안동 1493 1493 수목토아파트 버스정류장33280|null|null|null|null|대전광역시|042-270-3309|36.31936|127.347792|2023-03-27
51|목원대네거리33250)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 도안동 853번지|대전광역시 서구 도안동 853|null|null|null|null|대전광역시|042-270-3309|36.332234|127.33964|2023-03-27
278|백화점주변|5_갤러리아 백화점 뒤 CCTV|KT|DJ_Public_WiFi|2021년 10월|대전광역시 서구 둔산동 1011번지|대전광역시 서구 둔산로31번길 16|null|null|null|null|대전광역시|042-270-3301|36.352754|127.377604|2023-03-27
279|백화점주변|4_갤러리아 백화점 뒤 CCTV|KT|DJ_Public_WiFi|2021년 10월|대전광역시 서구 둔산동 1011번지|대전광역시 서구 둔산로31번길 16|null|null|null|null|대전광역시|042-270-3301|36.352934|127.377592|2023-03-27
111|갤러리아타임월드_32120)|BIS,함체내부|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 둔산동 1034번지|대전광역시 서구 둔산동 1034|null|null|null|null|대전광역시|042-270-3309|36.352339|127.378912|2023-03-27
113|은하수네거리_32060)|전광판 상부|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 둔산동 1046번지 버스정류장(32060)|대전광역시 서구 둔산동 1046, 은하수네거리 버스정류장32060)|null|null|null|null|대전광역시|042-270-3309|36.350022|127.377904|2023-03-27
45|SK브로드밴드32220)|BIS,함체내부|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 둔산동 1171번지|대전광역시 서구 둔산동 1171|null|null|null|null|대전광역시|042-270-3309|36.351491|127.380394|2023-03-27
357|녹원아파트32260)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 둔산동 1242번지|대전광역시 서구 둔산동1242|null|null|null|null|대전광역시|042-270-3309|36.346071|127.382245|2023-03-27
70|시청_교육청_32310)|정면중앙 천장|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 둔산동 1294번지|대전광역시 서구 둔산동 1294|null|null|null|null|대전광역시|042-270-3309|36.351498|127.383085|2023-03-27
109|대전광역시 서구건강체련관_1|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 둔산동 1300번지|대전광역시 서구 둔산서로 100|null|null|null|null|대전광역시|042-270-3301|36.367461|126.628549|2023-03-27
146|대전광역시 서구건강체련관_2|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 둔산동 1300번지|대전광역시 서구 둔산서로 100|null|null|null|null|대전광역시|042-270-3301|36.366402|126.614297|2023-03-27
147|대전광역시 서구건강체련관_3|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 둔산동 1300번지|대전광역시 서구 둔산서로 100|null|null|null|null|대전광역시|042-270-3301|36.366466|126.600045|2023-03-27
18|서구치매안심센터|선별검사실 앞|KT|DJ_Public_WiFi|2021년 11월|대전광역시 서구 둔산동 1300번지|대전광역시 서구 둔산서로 100|null|null|null|null|대전광역시|042-270-3301|36.355132|127.383853|2023-03-27
19|서구치매안심센터|고객대기실|KT|DJ_Public_WiFi|2021년 11월|대전광역시 서구 둔산동 1300번지|대전광역시 서구 둔산서로 100|null|null|null|null|대전광역시|042-270-3301|36.355247|127.384111|2023-03-27
20|서구치매안심센터|나누미방 앞|KT|DJ_Public_WiFi|2021년 11월|대전광역시 서구 둔산동 1300번지|대전광역시 서구 둔산서로 100|null|null|null|null|대전광역시|042-270-3301|36.354635|127.383905|2023-03-27
73|파랑새네거리_32150)|전광판 상부|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 둔산동 1364번지 버스정류장 32150호|대전광역시 서구 둔산동 1364, 파랑새네거리 버스정류장32150)|null|null|null|null|대전광역시|042-270-3309|36.353075|127.379496|2023-03-27
291|샘머리공원|관리사무소 지붕|KT|DJ_Public_WiFi|2021년 10월|대전광역시 서구 둔산동 1379번지|대전광역시 서구 둔산북로 85|null|null|null|null|대전광역시|042-270-3301|36.357053|127.385377|2023-03-27
292|샘머리공원|관리사무소 지붕|KT|DJ_Public_WiFi|2021년 10월|대전광역시 서구 둔산동 1379번지|대전광역시 서구 둔산북로 85|null|null|null|null|대전광역시|042-270-3301|36.357053|127.385377|2023-03-27
293|샘머리공원|4_관리사무소 좌측 상단|KT|DJ_Public_WiFi|2021년 10월|대전광역시 서구 둔산동 1379번지|대전광역시 서구 둔산북로 85|null|null|null|null|대전광역시|042-270-3301|36.357028|127.38756|2023-03-27
294|샘머리공원|3_관리사무소 우측 상단|KT|DJ_Public_WiFi|2021년 10월|대전광역시 서구 둔산동 1379번지|대전광역시 서구 둔산북로 85|null|null|null|null|대전광역시|042-270-3301|36.357309|127.385296|2023-03-27
295|샘머리공원|2_출입구 CCTV|KT|DJ_Public_WiFi|2021년 10월|대전광역시 서구 둔산동 1379번지|대전광역시 서구 둔산북로 85|null|null|null|null|대전광역시|042-270-3301|36.356034|127.384355|2023-03-27
296|샘머리공원|1_출입구 CCTV|KT|DJ_Public_WiFi|2021년 10월|대전광역시 서구 둔산동 1379번지|대전광역시 서구 둔산북로 85|null|null|null|null|대전광역시|042-270-3301|36.356034|127.384355|2023-03-27
33|햇님아파트 경로당|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 둔산동 1383번지 영진햇님아파트|대전광역시 서구 둔산북로 175|null|null|null|null|대전광역시|042-270-3301|36.366583|127.198629|2023-03-27
50|한밭초등학교32620)|BIS,함체내부|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 둔산동 1385번지|대전광역시 서구 둔산동 1385|null|null|null|null|대전광역시|042-270-3309|36.354911|127.395063|2023-03-27
148|시청역 화장실(남자 여자)_1|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 둔산동 1408-1번지|대전광역시 서구 둔산중로 지하55|null|null|null|null|대전광역시|042-270-3301|36.366047|126.585793|2023-03-27
454|시청인근|3_시청우측 통신실 앞 테라스 우측|KT|DJ_Public_WiFi|2021년 10월|대전광역시 서구 둔산동 1420번지|대전광역시 서구 둔산로 100|null|null|null|null|대전광역시|042-270-3301|36.350323|127.385365|2023-03-27
455|시청인근|2_시청우측 통신실 앞 테라스 중간|KT|DJ_Public_WiFi|2021년 10월|대전광역시 서구 둔산동 1420번지|대전광역시 서구 둔산로 100|null|null|null|null|대전광역시|042-270-3301|36.350323|127.385365|2023-03-27
456|시청인근|1_시청우측 통신실 앞 테라스 좌측|KT|DJ_Public_WiFi|2021년 10월|대전광역시 서구 둔산동 1420번지|대전광역시 서구 둔산로 100|null|null|null|null|대전광역시|042-270-3301|36.350326|127.385336|2023-03-27
69|대전광역시청_32350)|BIS,함체내부|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 둔산동 1420번지|대전광역시 서구 둔산동 1420|null|null|null|null|대전광역시|042-270-3309|36.351255|127.38519|2023-03-27
105|대전광역시의회_1|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 둔산동 1420번지 대전광역시의회|대전광역시 서구 둔산로 100(둔산동, 대전광역시의회)|null|null|null|null|대전광역시|042-270-3301|36.366532|126.685557|2023-03-27
106|대전광역시의회_2|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 둔산동 1420번지 대전광역시의회|대전광역시 서구 둔산로 100(둔산동, 대전광역시의회)|null|null|null|null|대전광역시|042-270-3301|36.36655|126.671305|2023-03-27
107|대전광역시의회_3|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 둔산동 1420번지 대전광역시의회|대전광역시 서구 둔산로 100(둔산동, 대전광역시의회)|null|null|null|null|대전광역시|042-270-3301|36.36653|126.657053|2023-03-27
108|대전광역시의회_4|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 둔산동 1420번지 대전광역시의회|대전광역시 서구 둔산로 100(둔산동, 대전광역시의회)|null|null|null|null|대전광역시|042-270-3301|36.366558|126.642801|2023-03-27
68|시청역_32390)|정면 우측 천장|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 둔산동 1456번지|대전광역시 서구 둔산동 1456|null|null|null|null|대전광역시|042-270-3309|36.351322|127.38837|2023-03-27
30|크로바아파트 경로당|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 둔산동 1509번지 크로바아파트|대전광역시 서구 둔산로 155|null|null|null|null|대전광역시|042-270-3301|36.436015|127.241385|2023-03-27
346|크로바아파트32590)|BIS,함체내부|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 둔산동 1509번지 크로바아파트|대전광역시 서구 둔산동 1509|null|null|null|null|대전광역시|042-270-3309|36.351376|127.393072|2023-03-27
25|목련아파트 경로당|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 둔산동 1510번지 목련아파트|대전광역시 서구 둔산남로 127|null|null|null|null|대전광역시|042-270-3301|36.395325|127.312645|2023-03-27
358|목련아파트32530)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 둔산동 1510번지 목련아파트|대전광역시 서구 둔산동 1510|null|null|null|null|대전광역시|042-270-3309|36.351207|127.392117|2023-03-27
174|정부청사역 화장실(남자 여자)_1|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 둔산동 1515-1번지|대전광역시 서구 한밭대로 지하744|null|null|null|null|대전광역시|042-270-3301|36.367015|125.972957|2023-03-27
64|수정타운아파트_32660)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 둔산동 1515번지|대전광역시 서구 둔산동 1515|null|null|null|null|대전광역시|042-270-3309|36.357735|127.397236|2023-03-27
39|대전상공회의소32100)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 둔산동 1537번지|대전광역시 서구 둔산동 1537|null|null|null|null|대전광역시|042-270-3309|36.33993|127.391113|2023-03-27
399|아이빌딩32190)|BIS,함체내부|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 둔산동 1539번지|대전광역시 서구 둔산동 1539|null|null|null|null|대전광역시|042-270-3309|36.351417|127.380431|2023-03-27
356|둔산3동행정복지센터|민원실 천정|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 둔산동 1808번지|대전광역시 서구 둔산북로 232-52 둔산3동)|null|null|null|null|대전광역시|042-270-3309|36.353523|127.399929|2023-03-27
252|보라아파트|9_경로당|KT|DJ_Public_WiFi|2021년 11월|대전광역시 서구 둔산동 1812번지 보라아파트|대전광역시 서구 둔산로 241|null|null|null|null|대전광역시|042-270-3301|36.352834|127.401091|2023-03-27
31|둔산 보라아파트아파트_1|옥외1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 둔산동 1812번지 보라아파트|대전광역시 서구 둔산로 241|null|null|null|null|대전광역시|042-270-3301|36.444153|127.227133|2023-03-27
32|둔산 보라아파트아파트_2|옥외1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 둔산동 1812번지 보라아파트|대전광역시 서구 둔산로 241|null|null|null|null|대전광역시|042-270-3301|36.350674|127.212881|2023-03-27
361|보라삼거리31330)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 둔산동 2082번지|대전광역시 서구 둔산동2082 보라삼거리31330)|null|null|null|null|대전광역시|042-270-3309|36.35038|127.401571|2023-03-27
65|가람아파트_32650)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 둔산동 2154번지|대전광역시 서구 둔산동 2154|null|null|null|null|대전광역시|042-270-3309|36.357699|127.396356|2023-03-27
49|꿈나무아파트32520)|정면중앙 천장|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 둔산동 908-1번지 꿈나무아파트|대전광역시 서구 둔산동 908-1|null|null|null|null|대전광역시|042-270-3309|36.359785|127.391797|2023-03-27
166|둔산도서관 _1|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 둔산동 908-2번지|대전광역시 서구 청사로 263|null|null|null|null|대전광역시|042-270-3301|36.366047|126.086973|2023-03-27
167|둔산도서관 _2|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 둔산동 908-2번지|대전광역시 서구 청사로 263|null|null|null|null|대전광역시|042-270-3301|36.366273|126.072721|2023-03-27
168|둔산도서관 _3|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 둔산동 908-2번지|대전광역시 서구 청사로 263|null|null|null|null|대전광역시|042-270-3301|36.367971|126.058469|2023-03-27
169|둔산도서관 _4|옥내1|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 둔산동 908-2번지|대전광역시 서구 청사로 263|null|null|null|null|대전광역시|042-270-3301|36.369807|126.044217|2023-03-27
66|수정타운아파트정문_32640)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 둔산동 909번지 수정타운|대전광역시 서구 둔산동 909|null|null|null|null|대전광역시|042-270-3309|36.358521|127.39554|2023-03-27
352|사학연금회관32490)|BIS,함체내부|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 둔산동 912번지 둥지아파트|대전광역시 서구 둔산동 912|null|null|null|null|대전광역시|042-270-3309|36.358628|127.390346|2023-03-27
336|사학연금회관32450)|정류장쉘터|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 둔산동 926번지|대전광역시 서구 둔산동 926|null|null|null|null|대전광역시|042-270-3309|36.359316|127.390474|2023-03-27
71|정부청사역_32270)|정면천장 중앙|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 둔산동 949번지|대전광역시 서구 둔산동 949|null|null|null|null|대전광역시|042-270-3309|36.358028|127.381739|2023-03-27
72|둔산경찰서_32160)|BIS,함체내부|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 둔산동 950번지|대전광역시 서구 둔산동 950|null|null|null|null|대전광역시|042-270-3309|36.358422|127.379659|2023-03-27
110|이마트_32130)|BIS,함체내부|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 둔산동 962번지|대전광역시 서구 둔산동 962|null|null|null|null|대전광역시|042-270-3309|36.355409|127.379433|2023-03-27
114|갤러리아타임월드_32040)|정면천장 우측|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 둔산동 984번지|대전광역시 서구 둔산동 984|null|null|null|null|대전광역시|042-270-3309|36.351842|127.377018|2023-03-27
56|서구보건소_34720)|BIS,함체내부|KT|Public_WiFi_Free|2021년 12월|대전광역시 서구 만년동 295번지|대전광역시 서구 만년동 295|null|null|null|null|대전광역시|042-270-3309|36.368581|127.379737|2023-03-27
1|예술의 전당|6_분장실 101호 앞|KT|DJ_Public_WiFi|2021년 11월|대전광역시 서구 만년동 396번지|대전광역시 서구 둔산대로 135|null|null|null|null|대전광역시|042-270-3301|36.366774|127.383989|2023-03-27
2|예술의 전당|5_지하1층 라운지|KT|DJ_Public_WiFi|2021년 11월|대전광역시 서구 만년동 396번지|대전광역시 서구 둔산대로 135|null|null|null|null|대전광역시|042-270-3301|36.366906|127.383974|2023-03-27
3|대전시립연정국악원|5_3F 중앙통로|KT|DJ_Public_WiFi|2021년 11월|대전광역시 서구 만년동 396번지|대전광역시 서구 둔산대로 181|null|null|null|null|대전광역시|042-270-3301|36.366166|127.389211|2023-03-27
4|대전시립연정국악원|4_2F Information|KT|DJ_Public_WiFi|2021년 11월|대전광역시 서구 만년동 396번지|대전광역시 서구 둔산대로 181|null|null|null|null|대전광역시|042-270-3301|36.366179|127.389332|2023-03-27
5|대전시립연정국악원|3_큰마당 객석 좌측|KT|DJ_Public_WiFi|2021년 11월|대전광역시 서구 만년동 396번지|대전광역시 서구 둔산대로 181|null|null|null|null|대전광역시|042-270-3301|36.365252|127.391316|2023-03-27
6|대전시립연정국악원|2_큰마당 객석 우측|KT|DJ_Public_WiFi|2021년 11월|대전광역시 서구 만년동 396번지|대전광역시 서구 둔산대로 181|null|null|null|null|대전광역시|042-270-3301|36.366277|127.38916|2023-03-27
7|대전시립연정국악원|1_큰마당 무대|KT|DJ_Public_WiFi|2021년 11월|대전광역시 서구 만년동 396번지|대전광역시 서구 둔산대로 181|null|null|null|null|대전광역시|042-270-3301|36.366448|127.389204|2023-03-27
10|이응노 미술관|내부|KT|DJ_Public_WiFi|2021년 11월|대전광역시 서구 만년동 396번지|대전광역시 서구 둔산대로 157|null|null|null|null|대전광역시|042-270-3301|36.366646|127.386914|2023-03-27
103|대전엑스포시민광장|옥외8|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 만년동 396번지|대전광역시 서구 둔산대로 169|null|null|null|null|대전광역시|042-270-3301|36.350674|126.714061|2023-03-27
104|대전엑스포시민광장|옥외9|KT|DJ_Public_WiFi|2022년 10월|대전광역시 서구 만년동 396번지|대전광역시 서구 둔산대로 169|null|null|null|null|대전광역시|042-270-3301|36.366583|126.699809|2023-03-27
